f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
4.48775141359026,1.0552061560282464,1.0837068829072087,0.9853806259923379,-1.0451261108812064,0.19701684199981717,2.5019343569367485,1.829654888808022,-10.315517924851244,4.349475496651439,3.8707354372921543,0.7820938222793121,3.883545812271236
3.66382648646856,1.0444748490705216,1.1242904729820595,1.0299398574646477,-1.5822701019460523,0.9384881590714362,0.6437415303546717,1.8992803831387821,-9.140128007400097,4.926454388525091,2.868294182023022,0.9376697671808032,4.6878904498862415
3.2494233462876903,0.9100774852984832,1.0606158188566788,1.1983223779840806,-2.8536624447562033,0.2202027405942828,0.4069146937616386,3.8163966365393134,-10.73782198220196,4.4144183313511265,1.0701343904013052,-0.40520578410591235,3.9427094421365054
3.7472501067683166,0.9140114546939273,1.1155502950570135,1.1515315139922253,-0.6066513109022356,-1.1347713177335539,-0.44005826205473,2.350507217204634,-9.39065700956352,4.16856378924262,2.6261944027757376,0.38130725180367325,6.3080352145750025
3.9471197487048033,0.6713256668624081,1.1701920732420326,0.8789261094829006,-1.336092667399737,0.6927128574567127,0.8267119915220704,2.658310233897239,-8.039032450047623,5.027361009268716,2.005898394949119,0.07159220444713385,6.909290588449652
2.797651950130386,1.255358183944808,1.1147086428885205,1.2082686842692925,-2.186751592921073,1.5413919009440615,-0.22186807461136437,2.618626487418129,-6.33179355085025,4.282248904333206,1.7405109955531624,0.045750670789240735,4.545156461957369
4.369556356020616,1.209027374758135,1.0232998192687115,0.9333081124377075,-1.4912098223845156,2.20651912503736,0.1512127704042629,0.9709468248339996,-9.745344923474528,6.222415382933977,2.6323210945548166,1.8969574837309024,4.235523565094438
3.5140556609955635,1.7236851660562904,1.2130746576716787,0.950514056476319,-1.2245765832552187,2.0058312402076943,1.8963661670580465,2.433317300647762,-9.190602239104376,3.996159932818473,1.6665230510481353,2.730349891894032,2.544799333677919
3.6369936505491127,2.0176073718844436,1.1514870484456534,1.025247409120155,-0.9632138476999832,-1.008955294192957,-0.20766420779110928,1.5570047467773656,-11.334434611062235,6.020908392678091,-0.5462525597159551,1.204664180485848,4.989055386118748
3.2362817351220476,1.998461271026418,1.0095885334106711,0.973885802576601,-0.9856839081047569,0.003049497536278367,-0.4420837144267119,1.332538146627132,-8.933172324875056,7.133595746608583,0.9007039249795503,-0.8819386241346127,4.931450825754989
