z1,z2,z3,z4,z5,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
0.01,2.0,0.5,0.5,0.5,3.1950763294256204,1.1478450666924433,0.7279637903042528,0.9776755389710939,-0.7522762812314138,0.7853799354114284,0.6052750526907978,2.3565489412709724,-10.053274836161286,3.053139298534131,1.8685505426701705,0.5024871255327718,7.800972980074106
0.03507537688442211,2.0150753768844223,0.5477386934673367,0.5477386934673367,0.5477386934673367,4.509575890840006,1.201662175880224,0.9744233886353459,1.1499817058526616,-1.1451807955961146,1.1588782391515051,0.5869972707585959,2.5995455627657105,-10.81876208256948,5.436830328964838,1.894927248734041,-0.004169899037913927,3.74290849148036
0.060150753768844226,2.030150753768844,0.5954773869346733,0.5954773869346733,0.5954773869346733,3.8674629816505335,0.5526492347049078,1.0468057100754842,0.7494459974241282,-0.835801479464017,1.0024288662115088,0.6467067683821218,2.4260014017764813,,6.6670782253456435,1.8896575142702843,-0.28124404311835294,7.119059485993331
0.08522613065326633,2.0452261306532664,0.6432160804020101,0.6432160804020101,0.6432160804020101,5.120194461504103,1.5338033473084596,1.7180054416160426,1.2724422789798342,-0.9522317181782798,0.8947166671744636,0.5322113747279071,2.411720395556247,-5.1650826766117195,5.308371492695148,1.7465959937059767,0.0958619220510214,6.127013423609916
0.11030150753768844,2.0603015075376883,0.6909547738693467,0.6909547738693467,0.6909547738693467,2.9938137533718776,0.7550290329861662,1.0744446147529496,0.944384049245014,-0.9913235672101012,0.6181793471738903,0.48712494305812315,2.785452720578478,-6.5460439335058345,3.9093048407537396,1.867186714525892,-0.6127056352484523,6.024796842139976
0.13537688442211057,2.0753768844221105,0.7386934673366834,0.7386934673366834,0.7386934673366834,3.9763750416561416,1.269719228136992,1.0547705703635109,0.5994543843612087,-0.7288354765874686,1.445256537255561,0.5194681821549725,3.3787034478185607,-4.567620981968395,3.1656909059223746,1.6750794701733067,-0.1321480348966892,16.161500085267477
0.16045226130653267,2.090452261306533,0.7864321608040201,0.7864321608040201,0.7864321608040201,2.5295206959853025,1.4789197589862684,0.9607958192328806,0.8984011234637126,-1.323717644155262,1.500574670762418,0.4225661646108166,3.2699693442901596,-7.256619959081588,8.551972531288325,1.745685738330848,-0.7412614328677585,9.96726863485364
0.1855276381909548,2.1055276381909547,0.8341708542713568,0.8341708542713568,0.8341708542713568,3.6368974164437398,1.1377660330802284,1.1284517624471442,1.3414459624418922,-1.1613770135472827,1.0750854505646616,0.4303271887560574,3.518353578879382,-2.812261001326183,8.32554851858117,1.7358819086990198,-0.8656879877958901,4.255341433249112
0.2106030150753769,2.120603015075377,0.8819095477386935,0.8819095477386935,0.8819095477386935,3.1194078665602385,1.352377257546607,0.9275849878470743,1.2646993590069293,-1.3201072937679168,1.7033340927308784,0.4107259625664809,3.286866048877872,-2.512473514767347,3.8613498252127156,1.6702906053875088,-0.5394203899908354,6.543252836136007
0.235678391959799,2.135678391959799,0.9296482412060301,0.9296482412060301,0.9296482412060301,4.496710791319202,1.3607670365746338,1.0443538443314295,0.8708656592220594,-1.3317660286960902,1.2970556527638013,0.3729379030824313,3.3230209240955944,-2.9311138173436375,3.524997489389445,1.3850715728638756,-1.8304661288448623,7.888005131927934
0.26075376884422113,2.150753768844221,0.9773869346733668,0.9773869346733668,0.9773869346733668,2.9279975550932242,1.7828495410331122,1.2815319930001636,1.4103580791014965,-1.4540224313833483,1.7714619578528046,0.3620486566103678,3.435817984514503,-1.4561327345097557,4.133948336207948,1.4150966912012637,-0.7467670396852698,6.117225375760059
0.28582914572864326,2.1658291457286434,1.0251256281407035,1.0251256281407035,1.0251256281407035,3.809314369081234,1.6961151244919155,0.640878706375298,1.2149916943120669,-1.412201184816476,1.6018224539515797,0.33109659813232606,3.877331150650447,-1.2107147241114742,5.017157255068328,1.5159071310889938,-1.034046403932383,2.934054411450799
0.31090452261306534,2.180904522613065,1.0728643216080402,1.0728643216080402,1.0728643216080402,4.054907215211971,1.630660308417745,0.6921817226471807,1.3840746594479563,-1.2825190893774656,1.4997428343832837,0.3596334597175043,3.621305362363725,-0.9224265008102479,8.993007463447446,1.309070070061346,-1.3472601290557802,7.7455119905468495
0.33597989949748747,2.1959798994974875,1.120603015075377,1.120603015075377,1.120603015075377,3.3846912540200895,1.5559828966517577,0.48913086772672976,1.3755730419237897,-1.3409665742576191,1.411527480879754,0.32532842342436485,3.666481843377741,-0.48620734515228875,5.15805712630826,1.1906324220595208,-0.7029676459244276,6.963858346854052
