z1,z2,z3,z4,z5,z6,z7,z8,f1,f2,f3,f4,f5,AE1_latent_0,AE1_latent_1,AE1_latent_2,AE1_latent_3,AE1_latent_4,AE1_latent_5,AE1_latent_6,AE1_latent_7
5.507979025745755,0.6854991826183676,5.280051951571091,2.5109253716588875,3.029459471766398,2.8118562483177967,6.170216232887307,8.801132759129596,197.60710336744472,178.9635999957824,-2.8058948653303446,2.5242693498677635,376.2890778477646,0.6220358,0.96412957,0.0,0.68308496,1.731565,1.5414401,0.4049977,0.93860185
7.081478226181048,0.7649628231595706,6.73359640604116,2.378256220072197,1.9402450238592617,3.354224570272332,7.844312335951528,1.3408180203145448,180.07632740444586,202.47991987204745,102.89163882237165,-86.41923341321132,399.0286526856536,1.0812869,2.3843038,0.53817415,0.8717766,2.1902866,0.7563359,0.6610639,0.6136068
2.9090473891294435,5.3879265800317,7.4536584508199475,2.6776718251009037,9.683566278604507,3.1755432230376512,3.461612943332307,2.4839866111467943,222.22774453574075,117.03788868151284,-29.693934852864004,52.37234940981501,361.9440477742046,2.4722238,1.7611457,1.9432299,1.9051719,2.5448923,2.0840685,2.7025042,1.2290992
5.10827605197663,0.7556640450523078,7.299737420255724,2.631899264495167,0.7945029729344899,5.655106299946958,1.0264512826115346,8.800815357637552,197.99798794782004,169.46505593203452,123.9275631483099,-44.9164848725758,446.4741221555887,0.0,0.57490766,0.80942065,1.2950428,1.6797476,1.5905247,0.34744227,0.4122634
8.929469543476547,1.837723180124428,4.241159002885487,9.72715486653554,7.854924589820856,6.55434020349002,3.612270728476594,5.266983866097784,341.1664589763657,230.15104717039188,-140.4049903254566,3.3071837608289663,434.2196995821299,0.9869067,2.6600626,2.5748298,1.1540565,1.5025728,2.975553,1.8801591,2.2417805
8.96293088933438,4.36357084166514,4.559523311068949,7.911612519170003,9.472829243018833,8.448146224149486,7.880882362125697,4.1173236342264055,422.92407530151047,232.23058646924207,-271.1384415766967,-7.465816614757359,376.55040357929846,2.1049361,3.0078757,2.338222,1.4050057,1.0968766,2.6061769,1.8370814,2.1532373
1.2558531046383623,4.977828310184575,8.735071014697922,8.909107316191795,7.18068513411407,3.798983452621232,4.695309499145836,3.007269104227249,279.1137135359284,34.694649208276914,-345.84401715624404,123.24243306731373,91.20677865527504,2.242186,2.5444293,2.7381868,2.7979555,3.081975,2.388523,2.653936,2.5344977
2.072428781381868,5.833119152417574,3.627879225706402,7.135028950125847,5.7444312690212005,9.379950354704023,0.2014445805333786,2.1732799874192565,228.13607097961065,81.05014275860805,51.157385860047455,9.49308064658519,369.8366802448513,2.0497434,1.3735677,3.8280523,1.9579761,1.8468663,1.9225918,1.8746821,1.7223086
0.5146720330082988,6.205126814049073,7.380328309576354,3.4666173836079226,3.689534749824008,3.8106703007046807,6.986054211991376,1.773744087160758,185.34016447191036,-56.19485375399801,37.33722406714774,60.38957786141144,226.87211264647144,2.3644307,1.6416504,1.5473998,2.1660979,2.5974956,0.75657046,1.5740327,1.3811175
4.408098436506364,3.728114996426685,9.940672316900104,9.4185342236143,2.955250940382804,4.233452555815385,2.6561994720259587,4.513492537950686,274.93856547419006,159.21012618477053,-85.37296410456844,-92.36655329595575,256.40917425843645,0.6643491,2.3991199,2.3468134,2.5839844,2.5406706,2.0391505,1.988727,2.0388544
0.2987621087856695,6.187365829805799,9.24808383536962,4.8445514954682185,0.6709605134693486,4.142616423897703,5.492183989017127,5.002426266174407,220.16930089167244,-110.85045239435156,72.59601752773641,138.2397348895435,320.1546009146008,1.4197783,1.2274945,1.3377984,2.5980537,2.4307768,0.7533263,1.1903934,1.4339101
4.568332243947111,1.5724465838513624,5.492368677924279,1.8543493984489468,3.788741936987722,7.646616511114167,4.257513645439998,0.8565337115721927,148.63235510922502,159.34846754525412,67.79302418265101,-51.551597079497405,324.2222497576327,1.8812788,1.8399863,1.9421775,1.2590301,2.1350217,1.2278711,0.8323829,0.468019
