1.866100132465362549e-01,-1.465141534805297852e+00,7.265021651983261108e-02,-8.866353631019592285e-01,-8.344910740852355957e-01,-8.761739134788513184e-01,3.883313238620758057e-01,1.406235814094543457e+00,-7.824470400810241699e-01,4.173401594161987305e-01,2.018839716911315918e-01,-1.244850456714630127e-01,-1.255633592605590820e+00
7.425876855850219727e-01,-1.436795353889465332e+00,5.790663361549377441e-01,-9.344449043273925781e-01,-1.212883472442626953e+00,-6.781716346740722656e-01,9.620598554611206055e-01,-1.169012546539306641e+00,-9.798545241355895996e-01,7.028125524520874023e-01,8.525899052619934082e-01,-1.472772836685180664e+00,1.240169048309326172e+00
-7.316923737525939941e-01,2.123010903596878052e-01,8.299367427825927734e-01,-8.265453577041625977e-01,1.477141499519348145e+00,-7.434027791023254395e-01,-5.399324893951416016e-01,-7.743987441062927246e-01,-5.052033066749572754e-01,-3.343961238861083984e-01,3.635308146476745605e-02,6.311581730842590332e-01,-9.266721010208129883e-01
4.537956789135932922e-02,-1.440112471580505371e+00,7.763104438781738281e-01,-8.430402874946594238e-01,-1.610913515090942383e+00,1.618108004331588745e-01,-1.374485254287719727e+00,1.406126141548156738e+00,-7.780454158782958984e-01,3.020343780517578125e-01,9.820933938026428223e-01,-8.436357975006103516e-01,1.313089013099670410e+00
1.395553946495056152e+00,-1.054121971130371094e+00,-2.893011569976806641e-01,1.713856697082519531e+00,8.418725728988647461e-01,4.900940954685211182e-01,-4.883005917072296143e-01,1.862723231315612793e-01,8.341210484504699707e-01,1.038721323013305664e+00,-6.452175378799438477e-01,-1.126169115304946899e-01,-1.159920215606689453e+00
1.407377123832702637e+00,-1.531055718660354614e-01,-1.783827841281890869e-01,1.059594988822937012e+00,1.403931498527526855e+00,1.181465387344360352e+00,9.745927453041076660e-01,-2.105824202299118042e-01,1.754762530326843262e+00,1.063965559005737305e+00,-1.450052022933959961e+00,-2.759239971637725830e-01,9.291200637817382812e-01
-1.315829396247863770e+00,6.601153314113616943e-02,1.276382088661193848e+00,1.419059276580810547e+00,6.076421737670898438e-01,-5.158036351203918457e-01,-1.171330139040946960e-01,-5.937653779983520508e-01,1.353681832551956177e-01,-1.333987593650817871e+00,-1.909962177276611328e+00,1.705472350120544434e+00,1.298348665237426758e+00
-1.027301907539367676e+00,3.711093962192535400e-01,-5.029684305191040039e-01,7.797396779060363770e-01,1.086885780096054077e-01,1.521639227867126465e+00,-1.657222986221313477e+00,-8.816524744033813477e-01,-4.386717081069946289e-01,-7.712631225585937500e-01,5.340982079505920410e-01,-1.884536817669868469e-02,1.217709183692932129e+00
-1.577717065811157227e+00,5.038114786148071289e-01,8.043883442878723145e-01,-5.422353148460388184e-01,-6.051813364028930664e-01,-5.115370750427246094e-01,6.679267883300781250e-01,-1.019569516181945801e+00,-9.205803871154785156e-01,-2.437324762344360352e+00,4.490171074867248535e-01,7.526907324790954590e-01,-1.312108397483825684e+00
-2.020200937986373901e-01,-3.797843158245086670e-01,1.696414470672607422e+00,1.602640032768249512e+00,-8.602710962295532227e-01,-3.571921288967132568e-01,-8.159552812576293945e-01,-7.382761687040328979e-02,8.835350722074508667e-02,1.775464564561843872e-01,-3.064238131046295166e-01,-1.562927722930908203e+00,8.397910594940185547e-01
-1.654006361961364746e+00,4.974758625030517578e-01,1.455116271972656250e+00,-4.567310959100723267e-02,-1.653832197189331055e+00,-3.903536200523376465e-01,1.559633910655975342e-01,9.494880586862564087e-02,-5.283826589584350586e-01,-3.100806713104248047e+00,6.660808324813842773e-01,1.932815194129943848e+00,-6.802197694778442383e-01
