HD1_l1,HD1_l2,HD1_l3,HD1_l4,HD1_l5,HD1_l6,HD1_l7,HD1_l8,HD1_l9,HD1_l10,A_ion_K,A_ion_Rb,A_ion_Cs,A_ion_MA,A_ion_FA,B_ion_Ca,B_ion_Sr,B_ion_Ba,B_ion_Ge,B_ion_Sn,B_ion_Pb,X_ion_Cl,X_ion_Br,X_ion_I,Pred_Bandgap,Pred_Binding_Energy,Pred_Solvent,True_Solvent
-11.764433,-1.29991,-7.8279476,5.5926523,2.0579307,-0.5529534,6.4578705,-11.211783,3.090485,7.4104714,0.00018862425,0.0002242356,0.009136736,0.00018968676,0.9902608,0.60805506,0.00018072224,0.0015647883,0.00048719355,0.011053821,0.3786584,0.60978335,0.3881436,0.002073006,2.9992821,14.357539,GBL,THTO
-11.764433,-1.29991,-7.8279476,5.5926523,2.0579307,-0.5529534,6.4578705,-11.211783,3.090485,7.4104714,0.00018862425,0.0002242356,0.009136736,0.00018968676,0.9902608,0.60805506,0.00018072224,0.0015647883,0.00048719355,0.011053821,0.3786584,0.60978335,0.3881436,0.002073006,2.9992821,14.1511755,NITRO,DMSO
-11.764433,-1.29991,-7.8279476,5.5926523,2.0579307,-0.5529534,6.4578705,-11.211783,3.090485,7.4104714,0.00018862425,0.0002242356,0.009136736,0.00018968676,0.9902608,0.60805506,0.00018072224,0.0015647883,0.00048719355,0.011053821,0.3786584,0.60978335,0.3881436,0.002073006,2.9992821,13.480011,NITRO,DMF
-11.764433,-1.29991,-7.8279476,5.5926523,2.0579307,-0.5529534,6.4578705,-11.211783,3.090485,7.4104714,0.00018862425,0.0002242356,0.009136736,0.00018968676,0.9902608,0.60805506,0.00018072224,0.0015647883,0.00048719355,0.011053821,0.3786584,0.60978335,0.3881436,0.002073006,2.9992821,14.177598,GBL,NMP
-11.764433,-1.29991,-7.8279476,5.5926523,2.0579307,-0.5529534,6.4578705,-11.211783,3.090485,7.4104714,0.00018862425,0.0002242356,0.009136736,0.00018968676,0.9902608,0.60805506,0.00018072224,0.0015647883,0.00048719355,0.011053821,0.3786584,0.60978335,0.3881436,0.002073006,2.9992821,13.436355,NITRO,ACETONE
-11.764433,-1.29991,-7.8279476,5.5926523,2.0579307,-0.5529534,6.4578705,-11.211783,3.090485,7.4104714,0.00018862425,0.0002242356,0.009136736,0.00018968676,0.9902608,0.60805506,0.00018072224,0.0015647883,0.00048719355,0.011053821,0.3786584,0.60978335,0.3881436,0.002073006,2.9992821,13.57549,GBL,METHA
-11.764433,-1.29991,-7.8279476,5.5926523,2.0579307,-0.5529534,6.4578705,-11.211783,3.090485,7.4104714,0.00018862425,0.0002242356,0.009136736,0.00018968676,0.9902608,0.60805506,0.00018072224,0.0015647883,0.00048719355,0.011053821,0.3786584,0.60978335,0.3881436,0.002073006,2.9992821,13.314181,NITRO,GBL
-11.764433,-1.29991,-7.8279476,5.5926523,2.0579307,-0.5529534,6.4578705,-11.211783,3.090485,7.4104714,0.00018862425,0.0002242356,0.009136736,0.00018968676,0.9902608,0.60805506,0.00018072224,0.0015647883,0.00048719355,0.011053821,0.3786584,0.60978335,0.3881436,0.002073006,2.9992821,12.941152,NITRO,NITRO
-1.9180274,0.3227404,-1.088209,1.8124769,1.0484934,0.48418522,1.9994824,-1.8195804,1.2716664,2.2053747,0.0001886216,0.00022424763,0.009136424,0.00018968392,0.990261,0.595164,0.00018939306,0.0016161309,0.00050327665,0.01142035,0.3911069,0.6097794,0.3881472,0.002073407,2.9940903,25.371212,DMF,THTO
-1.9180274,0.3227404,-1.088209,1.8124769,1.0484934,0.48418522,1.9994824,-1.8195804,1.2716664,2.2053747,0.0001886216,0.00022424763,0.009136424,0.00018968392,0.990261,0.595164,0.00018939306,0.0016161309,0.00050327665,0.01142035,0.3911069,0.6097794,0.3881472,0.002073407,2.9940903,26.62587,DMSO,DMSO
