1.393113136291503906e-01,9.479525685310363770e-01,-3.041254580020904541e-01,2.284225225448608398e-01,-3.315175473690032959e-01,3.244426548480987549e-01,5.354164913296699524e-02
6.763129681348800659e-02,1.888602674007415771e-01,-5.013828277587890625e-01,7.085663080215454102e-01,-4.714430309832096100e-03,2.785736024379730225e-01,-8.836851119995117188e-01
1.018118739128112793e+00,3.064774908125400543e-02,6.033954024314880371e-01,4.003458470106124878e-02,7.180904150009155273e-01,-1.495249867439270020e-01,-3.673843145370483398e-01
-5.044168829917907715e-01,6.319505572319030762e-01,-5.080248042941093445e-02,4.156125485897064209e-01,3.353008329868316650e-01,9.895536303520202637e-01,4.402061700820922852e-01
-3.727512359619140625e-01,-5.326700210571289062e-01,-2.077417373657226562e-01,4.585168659687042236e-01,8.983487635850906372e-02,-6.026356816291809082e-01,8.087443709373474121e-01
-2.639735341072082520e-01,-7.030000090599060059e-01,1.132889240980148315e-01,5.709990262985229492e-01,-7.864847183227539062e-01,-8.418869972229003906e-01,1.596879065036773682e-01
9.725517630577087402e-01,-6.152436137199401855e-01,-7.281908392906188965e-02,-3.094047605991363525e-01,3.766171932220458984e-01,3.964537680149078369e-01,2.605136334896087646e-01
-7.536194920539855957e-01,-9.332606792449951172e-01,5.779263377189636230e-01,-7.725817561149597168e-01,7.231803536415100098e-01,5.259014666080474854e-02,3.159744143486022949e-01
6.406806111335754395e-01,-9.612894803285598755e-02,1.190408598631620407e-02,-4.311763346195220947e-01,6.647534668445587158e-02,6.242841482162475586e-01,-7.267308235168457031e-01
3.045091032981872559e-01,-4.446166455745697021e-01,-5.800130963325500488e-01,4.001500308513641357e-01,5.721539258956909180e-01,9.094965457916259766e-01,6.457321643829345703e-01
4.240392446517944336e-01,6.475848704576492310e-02,-2.970761358737945557e-01,-2.737980186939239502e-01,1.083634793758392334e-02,1.336416721343994141e+00,-1.375821232795715332e-01
-4.935699403285980225e-01,-3.095358312129974365e-01,3.906551897525787354e-01,1.081736683845520020e-01,2.708264589309692383e-01,2.012770175933837891e-01,-7.351096868515014648e-01
-8.058555126190185547e-01,-1.245090961456298828e-01,2.037453465163707733e-03,-5.456475168466567993e-02,1.205398067831993103e-01,-1.417148709297180176e-01,8.139445185661315918e-01
5.575025826692581177e-02,-4.200640693306922913e-02,-1.883180812001228333e-04,-1.420557200908660889e-01,6.689742207527160645e-01,5.165698528289794922e-01,-6.610502600669860840e-01
6.287958025932312012e-01,-5.757253170013427734e-01,-3.329677507281303406e-02,4.616139233112335205e-01,9.379619956016540527e-01,-5.020787119865417480e-01,2.776972055435180664e-01
1.060661911964416504e+00,5.306879281997680664e-01,-2.267886698246002197e-01,1.304314881563186646e-01,3.798788413405418396e-03,-5.358213186264038086e-01,7.684970498085021973e-01
